 id_filial                                                               descricao  empresa               desc_empresa  id_produto  id_epi                       descricao_produto  id_tamanho qtde_entrada saldoestoque             dataentrada
        28                               MATEUS SUPERMERCADOS S.A. MIX PARAUAPEBAS        2       MATEUS SUPERMERCADOS       52397      23        BOTA COM BICO DE PLASTICO TAM 45          25     1.000000     0.000000 2016-03-29 11:42:37.163
         7                                  MATEUS SUPERMERCADOS S.A. HIPER COHAMA        2       MATEUS SUPERMERCADOS      243807      34         SAPATO STICK SHOE BRANCO TAM 36          16     3.000000    11.000000 2024-02-24 17:26:24.013
       290                            MATEUS SUPERMERCADOS S.A. SUPER QUIXERAMOBIM        2       MATEUS SUPERMERCADOS      361264      80                        LUVA DE PU TAM G           4     2.000000     5.000000 2024-03-05 18:38:35.667
       276                                    MATEUS SUPERMERCADOS S.A. MIX BENGUI        2       MATEUS SUPERMERCADOS      243807      34         SAPATO STICK SHOE BRANCO TAM 36          16     1.000000     4.000000 2024-02-21 12:08:02.703
       285                                 MATEUS SUPERMERCADOS S.A. SUPER CRATEUS        2       MATEUS SUPERMERCADOS      310221      33                         MANGOTE TERMICO          11     1.000000     1.000000 2024-01-02 09:50:26.783
        81                                      ARMAZEM MATEUS S.A. CD 81 SAO LUIS        4         ARMAZEM MATEUS S.A      149369      21       BOTA PVC CANO MEDIO BRANCA TAM 37          17    30.000000     0.000000 2019-01-11 19:41:47.067
       116                                        ARMAZEM MATEUS SA - ITAPERA KM12        4         ARMAZEM MATEUS S.A      149405      24            BOTA WORK BOOT MARRON TAM 40          20     2.000000     0.000000 2018-12-20 10:32:38.333
        15                              MATEUS SUPERMERCADOS S.A. SUPER ACAILANDIA        2       MATEUS SUPERMERCADOS       89951      25           JAPONA FRIGORIFICA AZUL TAM P           2     2.000000     0.000000 2015-08-29 16:11:05.367
        29                           MATEUS SUPERMERCADOS S.A. MIX JARDIM TROPICAL        2       MATEUS SUPERMERCADOS       52381      23        BOTA COM BICO DE PLASTICO TAM 44          24     1.000000     0.000000 2015-08-12 08:40:34.373
        30                                 MATEUS SUPERMERCADOS S.A. SUPER BACANGA        2       MATEUS SUPERMERCADOS       52773      19             BOTA COM BICO DE ACO TAM 35          15     5.000000     0.000000 2015-04-08 10:00:01.447
        95                                MATEUS SUPERMERCADOS S.A. MIX TAMANDARE         2       MATEUS SUPERMERCADOS       89966      21       BOTA PVC CANO MEDIO BRANCA TAM 42          22     1.000000     0.000000 2016-04-11 16:02:55.300
        31                             MATEUS SUPERMERCADOS S.A. SUPER PATIO NORTE        2       MATEUS SUPERMERCADOS      149455      22          BOTA HIDROFUGADA BRANCA TAM 40          20     1.000000     0.000000 2016-06-28 09:43:13.970
       508                       MATEUS SUPERMERCADOS S.A. MIX NOSSA SRA DA GLORIA        2       MATEUS SUPERMERCADOS       52716       4           OCULOS DE SEGURANï¿½A INCOLOR          11     1.000000     1.000000 2024-01-30 12:40:49.737
         7                                  MATEUS SUPERMERCADOS S.A. HIPER COHAMA        2       MATEUS SUPERMERCADOS      243815      34         SAPATO STICK SHOE BRANCO TAM 44          24     1.000000     0.000000 2024-01-10 11:31:07.540
       285                                 MATEUS SUPERMERCADOS S.A. SUPER CRATEUS        2       MATEUS SUPERMERCADOS      149382      24            BOTA WORK BOOT MARRON TAM 36          16     1.000000     0.000000 2023-12-28 16:53:02.360
         8                               MATEUS SUPERMERCADOS S.A. SUPER TURUZINHO        2       MATEUS SUPERMERCADOS       52705      72                       LUVA P/FRIO TAM M           3     6.000000     0.000000 2016-04-11 09:02:31.910
        15                              MATEUS SUPERMERCADOS S.A. SUPER ACAILANDIA        2       MATEUS SUPERMERCADOS       52522     100     PRE-FILTRO P/MASCARA SEMI FACIAL 3M          11     2.000000     0.000000 2012-04-10 14:56:10.630
        28                               MATEUS SUPERMERCADOS S.A. MIX PARAUAPEBAS        2       MATEUS SUPERMERCADOS      149439       7                 LUVA TERMICA P\FORNEIRO          11     1.000000     0.000000 2016-03-29 11:42:50.690
        92                                   MATEUS SUPERMERCADOS S.A. MIX BACURI         2       MATEUS SUPERMERCADOS       89959      21       BOTA PVC CANO MEDIO BRANCA TAM 38          18     1.000000     0.000000 2016-05-12 17:51:08.177
        27                                    MATEUS SUPERMERCADOS S.A. SUPER TURU        2       MATEUS SUPERMERCADOS       91216      11      LUVA VAQUETA COBERTURA ALTA TENSAO          11     4.000000     0.000000 2013-07-17 13:57:22.253
        23                              MATEUS SUPERMERCADOS S.A. SUPER CAJAZEIRAS        2       MATEUS SUPERMERCADOS       91216      11      LUVA VAQUETA COBERTURA ALTA TENSAO          11     2.000000     0.000000 2014-08-02 15:00:19.823
        16                                  MATEUS SUPERMERCADOS S.A. SUPER CALHAU        2       MATEUS SUPERMERCADOS       52333      23        BOTA COM BICO DE PLASTICO TAM 40          20     1.000000     0.000000 2017-01-26 20:27:06.970
       115                                        ARMAZEM MATEUS S.A. CD 115 BELEM        4         ARMAZEM MATEUS S.A       89950      25           JAPONA FRIGORIFICA AZUL TAM M           3     9.000000     0.000000 2018-11-29 07:15:57.847
       115                                        ARMAZEM MATEUS S.A. CD 115 BELEM        4         ARMAZEM MATEUS S.A      149382      24            BOTA WORK BOOT MARRON TAM 36          16     1.000000     0.000000 2018-08-20 14:37:09.967
        18                                MATEUS SUPERMERCADOS S.A. SUPER COHATRAC        2       MATEUS SUPERMERCADOS       52698      44                MASCARA DESCARTAVEL PFF2          11     6.000000     0.000000 2015-10-15 17:10:55.540
        12                                MATEUS SUPERMERCADOS S.A. SUPER RIO ANIL        2       MATEUS SUPERMERCADOS       52776      19             BOTA COM BICO DE ACO TAM 38          18     1.000000     0.000000 2015-08-01 20:20:01.783
       515                       MATEUS SUPERMERCADOS S.A. MIX PAULISTA-MARANGUAPE        2       MATEUS SUPERMERCADOS       52705      72                       LUVA P/FRIO TAM M           3     6.000000     6.000000 2024-05-06 19:13:55.867
       415                               POSTERUS SUPERMERCADOS LTDA. SAO BERNARDO       15     POSTERUS SUPERMERCADOS      361262      80                        LUVA DE PU TAM M           3     1.000000     8.000000 2024-05-15 07:44:29.687
       290                            MATEUS SUPERMERCADOS S.A. SUPER QUIXERAMOBIM        2       MATEUS SUPERMERCADOS      502312      77           AVENTAL EM VINIL TRANSPARENTE          11    20.000000    23.000000 2024-05-15 16:21:38.367
       290                            MATEUS SUPERMERCADOS S.A. SUPER QUIXERAMOBIM        2       MATEUS SUPERMERCADOS       89950      25           JAPONA FRIGORIFICA AZUL TAM M           3     1.000000     3.000000 2024-05-15 15:52:03.500
       512                                   MATEUS SUPERMERCADOS S.A. MIX ITABUNA        2       MATEUS SUPERMERCADOS       52334      23        BOTA COM BICO DE PLASTICO TAM 41          21     1.000000     2.000000 2024-05-15 18:06:15.277
        21                           MATEUS SUPERMERCADOS S.A. SUPER CAPIM DOURADO        2       MATEUS SUPERMERCADOS       52784      19             BOTA COM BICO DE ACO TAM 44          24     2.000000     0.000000 2016-02-19 15:42:05.800
        95                                MATEUS SUPERMERCADOS S.A. MIX TAMANDARE         2       MATEUS SUPERMERCADOS       52776      19             BOTA COM BICO DE ACO TAM 38          18     1.000000     0.000000 2016-05-12 16:52:20.987
        38                                  MATEUS SUPERMERCADOS S.A. MIX ALTAMIRA        2       MATEUS SUPERMERCADOS       89953      26            CALCA FRIGORIFICA AZUL TAM M           3     0.000000     0.000000 2023-08-04 00:00:00.000
       253                            MATEUS SUPERMERCADOS S.A. MIX BELEM PEDREIRA        2       MATEUS SUPERMERCADOS       52334      23        BOTA COM BICO DE PLASTICO TAM 41          21         None     0.000000 2023-08-01 00:00:00.000
       416                                    POSTERUS SUPERMERCADOS LTDA. JACUNDA       15     POSTERUS SUPERMERCADOS       52698      44                MASCARA DESCARTAVEL PFF2          11         None     0.000000 2023-08-08 00:00:00.000
       252                         MATEUS SUPERMERCADOS S.A. MIX TERESINA-NOVAFAPI        2       MATEUS SUPERMERCADOS      361259      80                        LUVA DE PU TAM P           2         None     0.000000 2023-08-09 00:00:00.000
       463                        POSTERUS SUPERMERCADOS LTDA. SAO MIGUEL DO GUAMA       15     POSTERUS SUPERMERCADOS       91257      81                  LUVA ALTA TENSAO 17 KV          11         None     0.000000 2023-08-07 00:00:00.000
       331                                 ARMAZEM MATEUS S.A. CD 331 SANTA ISABEL        4         ARMAZEM MATEUS S.A       95170      74              LUVA NITRILICA VERDE TAM M           3         None     0.000000 2023-08-05 00:00:00.000
       268                               MATEUS SUPERMERCADOS S.A. MIX PARAGOMINAS        2       MATEUS SUPERMERCADOS       89961      21       BOTA PVC CANO MEDIO BRANCA TAM 40          20         None     0.000000 2023-08-04 00:00:00.000
        26                               MATEUS SUPERMERCADOS S.A. MIX NOVA MARABA        2       MATEUS SUPERMERCADOS       89952       1      CAPACETE ABA FRONTA AMARELO C/CARN          11     2.000000     0.000000 2014-09-01 10:20:24.330
        94                                    MATEUS SUPERMERCADOS S.A. MIX BALSAS        2       MATEUS SUPERMERCADOS       52333      23        BOTA COM BICO DE PLASTICO TAM 40          20     1.000000     0.000000 2016-04-11 10:10:08.347
        12                                MATEUS SUPERMERCADOS S.A. SUPER RIO ANIL        2       MATEUS SUPERMERCADOS       52783      19             BOTA COM BICO DE ACO TAM 43          23     1.000000     0.000000 2016-06-16 09:16:07.140
        26                               MATEUS SUPERMERCADOS S.A. MIX NOVA MARABA        2       MATEUS SUPERMERCADOS      149382      24            BOTA WORK BOOT MARRON TAM 36          16     1.000000     0.000000 2015-09-14 13:20:21.110
        10                                      MATEUS SUPERMERCADOS S.A. JARACATI        2       MATEUS SUPERMERCADOS       52716       4           OCULOS DE SEGURANï¿½A INCOLOR          11     2.000000     0.000000 2016-06-03 09:01:38.213
       415                               POSTERUS SUPERMERCADOS LTDA. SAO BERNARDO       15     POSTERUS SUPERMERCADOS      310221      33                         MANGOTE TERMICO          11     1.000000     2.000000 2023-12-19 10:37:18.530
         6                                  MATEUS SUPERMERCADOS S.A. - RENASCENCA        2       MATEUS SUPERMERCADOS      149440      22          BOTA HIDROFUGADA BRANCA TAM 34          14     1.000000     0.000000 2013-08-30 16:42:50.370
        16                                  MATEUS SUPERMERCADOS S.A. SUPER CALHAU        2       MATEUS SUPERMERCADOS       89968      21       BOTA PVC CANO MEDIO BRANCA TAM 43          23     1.000000     0.000000 2015-10-22 17:50:37.237
        23                              MATEUS SUPERMERCADOS S.A. SUPER CAJAZEIRAS        2       MATEUS SUPERMERCADOS       89964      21       BOTA PVC CANO MEDIO BRANCA TAM 41          21     1.000000     0.000000 2016-06-23 14:31:49.890
        18                                MATEUS SUPERMERCADOS S.A. SUPER COHATRAC        2       MATEUS SUPERMERCADOS      149456      22          BOTA HIDROFUGADA BRANCA TAM 41          21     1.000000     0.000000 2015-11-07 14:00:08.750
       116                                        ARMAZEM MATEUS SA - ITAPERA KM12        4         ARMAZEM MATEUS S.A       52698      44                MASCARA DESCARTAVEL PFF2          11    30.000000     0.000000 2020-02-11 09:40:46.153
        21                           MATEUS SUPERMERCADOS S.A. SUPER CAPIM DOURADO        2       MATEUS SUPERMERCADOS      149462      22          BOTA HIDROFUGADA BRANCA TAM 45          25     1.000000     0.000000 2014-09-27 11:00:52.000
        81                                      ARMAZEM MATEUS S.A. CD 81 SAO LUIS        4         ARMAZEM MATEUS S.A       52328      23        BOTA COM BICO DE PLASTICO TAM 39          19    50.000000     0.000000 2019-01-11 19:41:47.067
        95                                MATEUS SUPERMERCADOS S.A. MIX TAMANDARE         2       MATEUS SUPERMERCADOS       89969      21       BOTA PVC CANO MEDIO BRANCA TAM 44          24     1.000000     0.000000 2015-07-06 08:52:19.627
        10                                      MATEUS SUPERMERCADOS S.A. JARACATI        2       MATEUS SUPERMERCADOS      243811      34         SAPATO STICK SHOE BRANCO TAM 40          20     1.000000     0.000000 2016-04-25 08:27:01.277
        23                              MATEUS SUPERMERCADOS S.A. SUPER CAJAZEIRAS        2       MATEUS SUPERMERCADOS       89950      25           JAPONA FRIGORIFICA AZUL TAM M           3     5.000000     0.000000 2016-01-15 16:30:10.807
        11                         MATEUS SUPERMERCADOS S.A. SUPER CIDADE OPERARIA        2       MATEUS SUPERMERCADOS       52704      72                       LUVA P/FRIO TAM G           4     1.000000     0.000000 2016-05-24 13:50:04.637
