 id_filial                                                               descricao  empresa               desc_empresa  id_produto  id_epi                       descricao_produto  id_tamanho qtde_entrada saldoestoque             dataentrada
        93                                   MATEUS SUPERMERCADOS S.A. MIX MAIOBAO        2       MATEUS SUPERMERCADOS       52780      19             BOTA COM BICO DE ACO TAM 40          20     1.000000     0.000000 2016-03-19 19:20:14.647
       208                       MATEUS SUPERMERCADOS S.A. SUPER CANAA DOS CARAJAS        2       MATEUS SUPERMERCADOS       89954      21       BOTA PVC CANO MEDIO BRANCA TAM 36          16         None     0.000000 2023-08-01 00:00:00.000
       263                               MATEUS SUPERMERCADOS S.A. MIX MARIO COVAS        2       MATEUS SUPERMERCADOS       89964      21       BOTA PVC CANO MEDIO BRANCA TAM 41          21         None     0.000000 2023-08-01 00:00:00.000
       423                                     POSTERUS SUPERMERCADOS LTDA. TUCUMA       15     POSTERUS SUPERMERCADOS      174348      25           JAPONA FRIGORIFICA AZUL TAM G           4         None     0.000000 2023-08-08 00:00:00.000
        45                               MATEUS SUPERMERCADOS S.A. SUPER MARAMBAIA        2       MATEUS SUPERMERCADOS      502312      77           AVENTAL EM VINIL TRANSPARENTE          11         None     0.000000 2023-08-04 00:00:00.000
       267                                  MATEUS SUPERMERCADOS S.A. MIX BRAGANCA        2       MATEUS SUPERMERCADOS      502312      77           AVENTAL EM VINIL TRANSPARENTE          11         None     0.000000 2023-08-08 00:00:00.000
        38                                  MATEUS SUPERMERCADOS S.A. MIX ALTAMIRA        2       MATEUS SUPERMERCADOS       52735      28                         AVENTAL TERMICO          11     0.000000     0.000000 2023-08-04 00:00:00.000
       271                                  MATEUS SUPERMERCADOS S.A. MIX FLORIANO        2       MATEUS SUPERMERCADOS      502312      77           AVENTAL EM VINIL TRANSPARENTE          11         None     0.000000 2023-08-11 00:00:00.000
       437                      POSTERUS SUPERMERCADOS LTDA. CONCEICAO DO ARAGUAIA       15     POSTERUS SUPERMERCADOS      149451      22          BOTA HIDROFUGADA BRANCA TAM 38          18         None     0.000000 2023-08-07 00:00:00.000
       211                                MATEUS SUPERMERCADOS S.A. SUPER PIRIPIRI        2       MATEUS SUPERMERCADOS       51479      26            CALCA FRIGORIFICA AZUL TAM G           4         None     0.000000 2023-08-09 00:00:00.000
       253                            MATEUS SUPERMERCADOS S.A. MIX BELEM PEDREIRA        2       MATEUS SUPERMERCADOS       52781      19             BOTA COM BICO DE ACO TAM 42          22         None     0.000000 2023-08-01 00:00:00.000
        35                               MATEUS SUPERMERCADOS S.A. SUPER CASTANHAL        2       MATEUS SUPERMERCADOS       89960      21       BOTA PVC CANO MEDIO BRANCA TAM 39          19     0.000000     0.000000 2023-08-01 00:00:00.000
        24                             MATEUS SUPERMERCADOS S.A. SUPER NOVA MARABA        2       MATEUS SUPERMERCADOS      361264      80                        LUVA DE PU TAM G           4         None     0.000000 2023-08-03 00:00:00.000
        81                                      ARMAZEM MATEUS S.A. CD 81 SAO LUIS        4         ARMAZEM MATEUS S.A       95170      74              LUVA NITRILICA VERDE TAM M           3   300.000000     0.000000 2019-03-14 19:41:41.607
        37                                     MATEUS SUPERMERCADOS S.A. MIX BELEM        2       MATEUS SUPERMERCADOS       89950      25           JAPONA FRIGORIFICA AZUL TAM M           3     2.000000     0.000000 2017-12-27 13:19:44.973
        87                                   ARMAZEM MATEUS S.A. CD 87 DAVINOPOLIS        4         ARMAZEM MATEUS S.A       52780      19             BOTA COM BICO DE ACO TAM 40          20    40.000000     0.000000 2019-01-03 16:03:37.273
        31                             MATEUS SUPERMERCADOS S.A. SUPER PATIO NORTE        2       MATEUS SUPERMERCADOS      149369      21       BOTA PVC CANO MEDIO BRANCA TAM 37          17     1.000000     0.000000 2015-09-18 13:50:21.337
        24                             MATEUS SUPERMERCADOS S.A. SUPER NOVA MARABA        2       MATEUS SUPERMERCADOS      149396      24            BOTA WORK BOOT MARRON TAM 39          19     1.000000     0.000000 2013-10-31 10:56:50.883
         8                               MATEUS SUPERMERCADOS S.A. SUPER TURUZINHO        2       MATEUS SUPERMERCADOS       52779      19             BOTA COM BICO DE ACO TAM 37          17     2.000000     0.000000 2015-08-01 13:20:05.380
       276                                    MATEUS SUPERMERCADOS S.A. MIX BENGUI        2       MATEUS SUPERMERCADOS      520428      76       BOTA COM BICO DE COMPOSITE TAM 38          18     1.000000     3.000000 2024-05-13 20:33:49.663
       512                                   MATEUS SUPERMERCADOS S.A. MIX ITABUNA        2       MATEUS SUPERMERCADOS      520431      76       BOTA COM BICO DE COMPOSITE TAM 40          20     1.000000     5.000000 2024-05-15 18:06:15.277
        60                 INDUSTRIA DE PAES E MASSAS MATEUS LTDA. FABRICA DE PAES        1 INDUSTRIA DE MASSAS E PAES      149455      22          BOTA HIDROFUGADA BRANCA TAM 40          20     1.000000    14.000000 2024-03-06 08:24:12.877
        12                                MATEUS SUPERMERCADOS S.A. SUPER RIO ANIL        2       MATEUS SUPERMERCADOS      149370      19             BOTA COM BICO DE ACO TAM 34          14     1.000000     0.000000 2014-09-06 19:40:00.563
        26                               MATEUS SUPERMERCADOS S.A. MIX NOVA MARABA        2       MATEUS SUPERMERCADOS       89950      25           JAPONA FRIGORIFICA AZUL TAM M           3     2.000000     0.000000 2016-03-28 11:15:24.080
        91                                MATEUS SUPERMERCADOS S.A. MIX SANTA INES        2       MATEUS SUPERMERCADOS       89969      21       BOTA PVC CANO MEDIO BRANCA TAM 44          24     2.000000     0.000000 2013-08-03 11:26:40.600
        18                                MATEUS SUPERMERCADOS S.A. SUPER COHATRAC        2       MATEUS SUPERMERCADOS       89966      21       BOTA PVC CANO MEDIO BRANCA TAM 42          22     1.000000     0.000000 2016-06-24 08:21:11.590
        24                             MATEUS SUPERMERCADOS S.A. SUPER NOVA MARABA        2       MATEUS SUPERMERCADOS      149370      19             BOTA COM BICO DE ACO TAM 34          14     1.000000     0.000000 2016-02-25 12:01:46.087
        21                           MATEUS SUPERMERCADOS S.A. SUPER CAPIM DOURADO        2       MATEUS SUPERMERCADOS       52774      19             BOTA COM BICO DE ACO TAM 36          16     3.000000     0.000000 2015-09-24 15:00:01.877
        21                           MATEUS SUPERMERCADOS S.A. SUPER CAPIM DOURADO        2       MATEUS SUPERMERCADOS       52695      41                   LUVA TERMICA P/FRANGO          11     1.000000     0.000000 2014-05-17 09:16:50.887
        28                               MATEUS SUPERMERCADOS S.A. MIX PARAUAPEBAS        2       MATEUS SUPERMERCADOS       52776      19             BOTA COM BICO DE ACO TAM 38          18     2.000000     0.000000 2016-03-29 11:42:37.163
        21                           MATEUS SUPERMERCADOS S.A. SUPER CAPIM DOURADO        2       MATEUS SUPERMERCADOS      149455      22          BOTA HIDROFUGADA BRANCA TAM 40          20     1.000000     0.000000 2015-11-11 12:20:02.963
         6                                  MATEUS SUPERMERCADOS S.A. - RENASCENCA        2       MATEUS SUPERMERCADOS       52698      44                MASCARA DESCARTAVEL PFF2          11     3.000000     0.000000 2016-06-09 09:02:41.190
       290                            MATEUS SUPERMERCADOS S.A. SUPER QUIXERAMOBIM        2       MATEUS SUPERMERCADOS      149459      22          BOTA HIDROFUGADA BRANCA TAM 44          24     1.000000     1.000000 2024-02-20 14:27:08.887
        16                                  MATEUS SUPERMERCADOS S.A. SUPER CALHAU        2       MATEUS SUPERMERCADOS       52782      19             BOTA COM BICO DE ACO TAM 41          21     1.000000     0.000000 2016-05-24 18:20:10.030
       276                                    MATEUS SUPERMERCADOS S.A. MIX BENGUI        2       MATEUS SUPERMERCADOS      502274      78                 CAMISA ANTICHAMAS TAM M           3     4.000000     2.000000 2024-04-17 09:44:41.050
       502                             MATEUS SUPERMERCADOS S.A. SUPER SANTA CLARA        2       MATEUS SUPERMERCADOS      520430      76       BOTA COM BICO DE COMPOSITE TAM 39          19     1.000000     2.000000 2024-04-12 19:35:08.300
       285                                 MATEUS SUPERMERCADOS S.A. SUPER CRATEUS        2       MATEUS SUPERMERCADOS      520430      76       BOTA COM BICO DE COMPOSITE TAM 39          19     1.000000     0.000000 2024-02-13 11:29:41.660
       276                                    MATEUS SUPERMERCADOS S.A. MIX BENGUI        2       MATEUS SUPERMERCADOS       52700      13                    LUVA MALHA ACO TAM G           4     1.000000     1.000000 2024-04-09 09:19:06.727
         3                              MATEUS SUPERMERCADOS S.A. SUPER SANTA INES        2       MATEUS SUPERMERCADOS      149452      22          BOTA HIDROFUGADA BRANCA TAM 39          19     2.000000     4.000000 2024-03-28 19:52:11.990
        91                                MATEUS SUPERMERCADOS S.A. MIX SANTA INES        2       MATEUS SUPERMERCADOS       52334      23        BOTA COM BICO DE PLASTICO TAM 41          21     1.000000     0.000000 2015-11-21 11:40:47.943
        18                                MATEUS SUPERMERCADOS S.A. SUPER COHATRAC        2       MATEUS SUPERMERCADOS       91216      11      LUVA VAQUETA COBERTURA ALTA TENSAO          11     1.000000     0.000000 2015-05-11 14:00:04.957
         8                               MATEUS SUPERMERCADOS S.A. SUPER TURUZINHO        2       MATEUS SUPERMERCADOS       89953      26            CALCA FRIGORIFICA AZUL TAM M           3     4.000000     0.000000 2016-06-22 08:20:01.630
         1                                  MATEUS SUPERMERCADOS S.A. HIPER BALSAS        2       MATEUS SUPERMERCADOS       52735      28                         AVENTAL TERMICO          11     5.000000     0.000000 2014-11-24 11:16:02.230
        15                              MATEUS SUPERMERCADOS S.A. SUPER ACAILANDIA        2       MATEUS SUPERMERCADOS      149457      22          BOTA HIDROFUGADA BRANCA TAM 42          22     1.000000     0.000000 2016-03-11 12:22:42.587
       115                                        ARMAZEM MATEUS S.A. CD 115 BELEM        4         ARMAZEM MATEUS S.A      149451      22          BOTA HIDROFUGADA BRANCA TAM 38          18     8.000000     0.000000 2018-11-06 18:22:05.437
        12                                MATEUS SUPERMERCADOS S.A. SUPER RIO ANIL        2       MATEUS SUPERMERCADOS       89960      21       BOTA PVC CANO MEDIO BRANCA TAM 39          19     1.000000     0.000000 2016-05-25 15:20:22.337
        31                             MATEUS SUPERMERCADOS S.A. SUPER PATIO NORTE        2       MATEUS SUPERMERCADOS      149429      19             BOTA COM BICO DE ACO TAM 46          26     5.000000     0.000000 2015-02-27 10:00:03.320
         3                              MATEUS SUPERMERCADOS S.A. SUPER SANTA INES        2       MATEUS SUPERMERCADOS       52696      27                      AVENTAL PVC BRANCO          11     2.000000     0.000000 2016-04-07 11:15:31.950
       290                            MATEUS SUPERMERCADOS S.A. SUPER QUIXERAMOBIM        2       MATEUS SUPERMERCADOS       52381      23        BOTA COM BICO DE PLASTICO TAM 44          24     1.000000     1.000000 2024-01-31 09:55:37.867
        26                               MATEUS SUPERMERCADOS S.A. MIX NOVA MARABA        2       MATEUS SUPERMERCADOS       89969      21       BOTA PVC CANO MEDIO BRANCA TAM 44          24     1.000000     0.000000 2016-02-17 09:20:20.720
        30                                 MATEUS SUPERMERCADOS S.A. SUPER BACANGA        2       MATEUS SUPERMERCADOS       89954      21       BOTA PVC CANO MEDIO BRANCA TAM 36          16     2.000000     0.000000 2016-04-25 08:33:54.760
        93                                   MATEUS SUPERMERCADOS S.A. MIX MAIOBAO        2       MATEUS SUPERMERCADOS       52711      15                            LUVA VAQUETA           2     1.000000     0.000000 2016-03-26 19:50:12.837
        55                            MATEUS SUPERMERCADOS S.A. ELETRO PRES. DUTRA        2       MATEUS SUPERMERCADOS       52698      44                MASCARA DESCARTAVEL PFF2          11     2.000000     0.000000 2016-01-27 19:20:00.967
        92                                   MATEUS SUPERMERCADOS S.A. MIX BACURI         2       MATEUS SUPERMERCADOS       52773      19             BOTA COM BICO DE ACO TAM 35          15     1.000000     0.000000 2015-03-31 19:40:08.043
        38                                  MATEUS SUPERMERCADOS S.A. MIX ALTAMIRA        2       MATEUS SUPERMERCADOS       95170      74              LUVA NITRILICA VERDE TAM M           3     5.000000     0.000000 2019-04-08 12:12:11.787
        27                                    MATEUS SUPERMERCADOS S.A. SUPER TURU        2       MATEUS SUPERMERCADOS      149456      22          BOTA HIDROFUGADA BRANCA TAM 41          21     1.000000     0.000000 2016-01-16 15:30:00.667
        11                         MATEUS SUPERMERCADOS S.A. SUPER CIDADE OPERARIA        2       MATEUS SUPERMERCADOS      149337      21       BOTA PVC CANO MEDIO BRANCA TAM 34          14     1.000000     0.000000 2015-08-04 17:00:02.660
        24                             MATEUS SUPERMERCADOS S.A. SUPER NOVA MARABA        2       MATEUS SUPERMERCADOS       52695      41                   LUVA TERMICA P/FRANGO          11     9.000000     0.000000 2013-07-19 12:37:40.277
        93                                   MATEUS SUPERMERCADOS S.A. MIX MAIOBAO        2       MATEUS SUPERMERCADOS       89968      21       BOTA PVC CANO MEDIO BRANCA TAM 43          23     1.000000     0.000000 2015-11-05 12:40:29.413
        93                                   MATEUS SUPERMERCADOS S.A. MIX MAIOBAO        2       MATEUS SUPERMERCADOS       51957      23        BOTA COM BICO DE PLASTICO TAM 34          14     1.000000     0.000000 2016-05-24 14:11:26.547
        23                              MATEUS SUPERMERCADOS S.A. SUPER CAJAZEIRAS        2       MATEUS SUPERMERCADOS       52112      23        BOTA COM BICO DE PLASTICO TAM 37          17     1.000000     0.000000 2016-06-23 14:31:49.890
       415                               POSTERUS SUPERMERCADOS LTDA. SAO BERNARDO       15     POSTERUS SUPERMERCADOS      502312      77           AVENTAL EM VINIL TRANSPARENTE          11    12.000000     3.000000 2024-04-20 08:58:10.110
       453                                 POSTERUS SUPERMERCADOS LTDA. ITUPIRANGA       15     POSTERUS SUPERMERCADOS      149452      22          BOTA HIDROFUGADA BRANCA TAM 39          19     1.000000     4.000000 2024-04-29 16:01:37.287
       512                                   MATEUS SUPERMERCADOS S.A. MIX ITABUNA        2       MATEUS SUPERMERCADOS       89987      71     CAPACETE C/ABA TOTAL AMARELO C/CARN          11     1.000000     3.000000 2024-04-24 09:39:35.373
         2                              MATEUS SUPERMERCADOS S.A. SUPER RUA CEARA         2       MATEUS SUPERMERCADOS       52334      23        BOTA COM BICO DE PLASTICO TAM 41          21     1.000000     0.000000 2016-04-16 13:40:53.093
         1                                  MATEUS SUPERMERCADOS S.A. HIPER BALSAS        2       MATEUS SUPERMERCADOS       52736       2      CAPACETE ABA FRONTA BRANCO C/ CARN          11     1.000000     0.000000 2016-02-03 11:24:01.113
         2                              MATEUS SUPERMERCADOS S.A. SUPER RUA CEARA         2       MATEUS SUPERMERCADOS      149439       7                 LUVA TERMICA P\FORNEIRO          11     3.000000     0.000000 2015-10-19 11:59:01.070
        10                                      MATEUS SUPERMERCADOS S.A. JARACATI        2       MATEUS SUPERMERCADOS      149459      22          BOTA HIDROFUGADA BRANCA TAM 44          24     1.000000     0.000000 2015-06-06 16:30:00.173
        24                             MATEUS SUPERMERCADOS S.A. SUPER NOVA MARABA        2       MATEUS SUPERMERCADOS      243808      34         SAPATO STICK SHOE BRANCO TAM 37          17     1.000000     0.000000 2015-09-09 10:55:34.323
        24                             MATEUS SUPERMERCADOS S.A. SUPER NOVA MARABA        2       MATEUS SUPERMERCADOS      149390      24            BOTA WORK BOOT MARRON TAM 38          18     1.000000     0.000000 2015-09-12 16:50:14.680
        11                         MATEUS SUPERMERCADOS S.A. SUPER CIDADE OPERARIA        2       MATEUS SUPERMERCADOS       91211      10                   LUVA ALTA TENSAO 1 KV          11     3.000000     0.000000 2013-12-22 13:01:02.317
        16                                  MATEUS SUPERMERCADOS S.A. SUPER CALHAU        2       MATEUS SUPERMERCADOS      149451      22          BOTA HIDROFUGADA BRANCA TAM 38          18     1.000000     0.000000 2014-09-30 20:50:04.820
        26                               MATEUS SUPERMERCADOS S.A. MIX NOVA MARABA        2       MATEUS SUPERMERCADOS       89964      21       BOTA PVC CANO MEDIO BRANCA TAM 41          21     1.000000     0.000000 2016-04-25 15:40:00.907
        68                            MATEUS SUPERMERCADOS S.A. ELETRO SANTA LUZIA        2       MATEUS SUPERMERCADOS       52698      44                MASCARA DESCARTAVEL PFF2          11     1.000000     0.000000 2014-08-27 09:40:46.390
        95                                MATEUS SUPERMERCADOS S.A. MIX TAMANDARE         2       MATEUS SUPERMERCADOS       89960      21       BOTA PVC CANO MEDIO BRANCA TAM 39          19     1.000000     0.000000 2016-04-20 09:44:38.127
         5                                   MATEUS SUPERMERCADOS S.A. SUPER COHAB        2       MATEUS SUPERMERCADOS       52378      23        BOTA COM BICO DE PLASTICO TAM 42          22     2.000000     0.000000 2016-04-30 09:44:48.537
        15                              MATEUS SUPERMERCADOS S.A. SUPER ACAILANDIA        2       MATEUS SUPERMERCADOS       89954      21       BOTA PVC CANO MEDIO BRANCA TAM 36          16     3.000000     0.000000 2016-02-18 11:30:29.763
        12                                MATEUS SUPERMERCADOS S.A. SUPER RIO ANIL        2       MATEUS SUPERMERCADOS       52736       2      CAPACETE ABA FRONTA BRANCO C/ CARN          11     1.000000     0.000000 2016-04-25 09:44:08.877
        93                                   MATEUS SUPERMERCADOS S.A. MIX MAIOBAO        2       MATEUS SUPERMERCADOS       52777      19             BOTA COM BICO DE ACO TAM 39          19     1.000000     0.000000 2016-03-19 19:20:14.647
        15                              MATEUS SUPERMERCADOS S.A. SUPER ACAILANDIA        2       MATEUS SUPERMERCADOS       52773      19             BOTA COM BICO DE ACO TAM 35          15     1.000000     0.000000 2014-12-22 16:40:10.583
        65                             MATEUS SUPERMERCADOS S.A. ELETRO SANTA INES        2       MATEUS SUPERMERCADOS      149370      19             BOTA COM BICO DE ACO TAM 34          14     2.000000     0.000000 2013-06-19 15:39:20.337
        96                                MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO        2       MATEUS SUPERMERCADOS       52695      41                   LUVA TERMICA P/FRANGO          11     2.000000     0.000000 2015-05-21 15:10:21.980
        15                              MATEUS SUPERMERCADOS S.A. SUPER ACAILANDIA        2       MATEUS SUPERMERCADOS       52736       2      CAPACETE ABA FRONTA BRANCO C/ CARN          11     2.000000     0.000000 2015-11-25 17:51:31.907
        29                           MATEUS SUPERMERCADOS S.A. MIX JARDIM TROPICAL        2       MATEUS SUPERMERCADOS       91216      11      LUVA VAQUETA COBERTURA ALTA TENSAO          11     2.000000     0.000000 2015-08-12 08:40:19.090
       512                                   MATEUS SUPERMERCADOS S.A. MIX ITABUNA        2       MATEUS SUPERMERCADOS      149452      22          BOTA HIDROFUGADA BRANCA TAM 39          19     1.000000     1.000000 2024-01-30 13:57:51.550
        31                             MATEUS SUPERMERCADOS S.A. SUPER PATIO NORTE        2       MATEUS SUPERMERCADOS       63281      29                 PROTETOR AURICULAR PLUG          11     1.000000     0.000000 2016-04-11 09:41:21.810
        95                                MATEUS SUPERMERCADOS S.A. MIX TAMANDARE         2       MATEUS SUPERMERCADOS       95171      74              LUVA NITRILICA VERDE TAM G           4     3.000000     0.000000 2016-04-07 17:30:06.007
        10                                      MATEUS SUPERMERCADOS S.A. JARACATI        2       MATEUS SUPERMERCADOS      149451      22          BOTA HIDROFUGADA BRANCA TAM 38          18     1.000000     0.000000 2014-04-09 12:26:10.243
        28                               MATEUS SUPERMERCADOS S.A. MIX PARAUAPEBAS        2       MATEUS SUPERMERCADOS       52774      19             BOTA COM BICO DE ACO TAM 36          16     5.000000     0.000000 2015-10-22 17:30:32.503
         7                                  MATEUS SUPERMERCADOS S.A. HIPER COHAMA        2       MATEUS SUPERMERCADOS       89969      21       BOTA PVC CANO MEDIO BRANCA TAM 44          24     1.000000     3.000000 2024-02-24 17:26:24.013
       453                                 POSTERUS SUPERMERCADOS LTDA. ITUPIRANGA       15     POSTERUS SUPERMERCADOS       52112      23        BOTA COM BICO DE PLASTICO TAM 37          17     1.000000     1.000000 2023-09-05 09:26:17.093
        96                                MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO        2       MATEUS SUPERMERCADOS       56245       8                       LUVA LATEX TAM GG           4     4.000000     0.000000 2015-10-06 18:50:36.530
        93                                   MATEUS SUPERMERCADOS S.A. MIX MAIOBAO        2       MATEUS SUPERMERCADOS      149440      22          BOTA HIDROFUGADA BRANCA TAM 34          14     1.000000     0.000000 2014-06-17 19:14:00.800
       252                         MATEUS SUPERMERCADOS S.A. MIX TERESINA-NOVAFAPI        2       MATEUS SUPERMERCADOS      149412      24            BOTA WORK BOOT MARRON TAM 41          21         None     0.000000 2023-08-09 00:00:00.000
       464                            POSTERUS SUPERMERCADOS LTDA. CAMINO TOME ACU       15     POSTERUS SUPERMERCADOS       89959      21       BOTA PVC CANO MEDIO BRANCA TAM 38          18         None     0.000000 2023-08-08 00:00:00.000
       253                            MATEUS SUPERMERCADOS S.A. MIX BELEM PEDREIRA        2       MATEUS SUPERMERCADOS       89959      21       BOTA PVC CANO MEDIO BRANCA TAM 38          18         None     0.000000 2023-08-02 00:00:00.000
       261                                  MATEUS SUPERMERCADOS S.A. MIX REDENCAO        2       MATEUS SUPERMERCADOS       52378      23        BOTA COM BICO DE PLASTICO TAM 42          22         None     0.000000 2023-08-01 00:00:00.000
       416                                    POSTERUS SUPERMERCADOS LTDA. JACUNDA       15     POSTERUS SUPERMERCADOS      149439       7                 LUVA TERMICA P\FORNEIRO          11     0.000000     0.000000 2023-08-08 00:00:00.000
        26                               MATEUS SUPERMERCADOS S.A. MIX NOVA MARABA        2       MATEUS SUPERMERCADOS      502326       3                        BALACLAVA BRANCA          11         None     0.000000 2023-08-03 00:00:00.000
       449                                  POSTERUS SUPERMERCADOS LTDA. GOIANESIA       15     POSTERUS SUPERMERCADOS       51479      26            CALCA FRIGORIFICA AZUL TAM G           4         None     0.000000 2023-08-08 00:00:00.000
       267                                  MATEUS SUPERMERCADOS S.A. MIX BRAGANCA        2       MATEUS SUPERMERCADOS       89960      21       BOTA PVC CANO MEDIO BRANCA TAM 39          19         None     0.000000 2023-08-02 00:00:00.000
       254                        MATEUS SUPERMERCADOS S.A. MIX PARQUE DOS CARAJAS        2       MATEUS SUPERMERCADOS       52112      23        BOTA COM BICO DE PLASTICO TAM 37          17         None     0.000000 2023-08-08 00:00:00.000
       271                                  MATEUS SUPERMERCADOS S.A. MIX FLORIANO        2       MATEUS SUPERMERCADOS       89961      21       BOTA PVC CANO MEDIO BRANCA TAM 40          20         None     0.000000 2023-08-11 00:00:00.000
       463                        POSTERUS SUPERMERCADOS LTDA. SAO MIGUEL DO GUAMA       15     POSTERUS SUPERMERCADOS      149439       7                 LUVA TERMICA P\FORNEIRO          11         None     0.000000 2023-08-08 00:00:00.000
         8                               MATEUS SUPERMERCADOS S.A. SUPER TURUZINHO        2       MATEUS SUPERMERCADOS       89960      21       BOTA PVC CANO MEDIO BRANCA TAM 39          19     2.000000     0.000000 2016-01-15 13:54:38.787
       331                                 ARMAZEM MATEUS S.A. CD 331 SANTA ISABEL        4         ARMAZEM MATEUS S.A      283343      90          SAPATO STICK SHOE PRETO TAM 35          15     7.000000     0.000000 2021-06-07 13:02:06.400
       116                                        ARMAZEM MATEUS SA - ITAPERA KM12        4         ARMAZEM MATEUS S.A      364006      53                   BOTA METATARSO TAM 38          18     1.000000     0.000000 2019-03-09 10:07:54.113
        20                                   MATEUS SUPERMERCADOS S.A. MIX VINHAIS        2       MATEUS SUPERMERCADOS      149452      22          BOTA HIDROFUGADA BRANCA TAM 39          19     2.000000     0.000000 2016-02-27 21:30:34.243
        10                                      MATEUS SUPERMERCADOS S.A. JARACATI        2       MATEUS SUPERMERCADOS       52780      19             BOTA COM BICO DE ACO TAM 40          20     1.000000     0.000000 2016-06-08 09:20:10.053
       415                               POSTERUS SUPERMERCADOS LTDA. SAO BERNARDO       15     POSTERUS SUPERMERCADOS       52700      13                    LUVA MALHA ACO TAM G           4     1.000000     0.000000 2023-09-20 18:57:01.610
         5                                   MATEUS SUPERMERCADOS S.A. SUPER COHAB        2       MATEUS SUPERMERCADOS      243807      34         SAPATO STICK SHOE BRANCO TAM 36          16     2.000000     0.000000 2015-08-05 14:10:03.030
        24                             MATEUS SUPERMERCADOS S.A. SUPER NOVA MARABA        2       MATEUS SUPERMERCADOS       89959      21       BOTA PVC CANO MEDIO BRANCA TAM 38          18     1.000000     0.000000 2016-04-24 09:00:13.923
        26                               MATEUS SUPERMERCADOS S.A. MIX NOVA MARABA        2       MATEUS SUPERMERCADOS       52735      28                         AVENTAL TERMICO          11     1.000000     0.000000 2016-04-25 08:33:34.870
        95                                MATEUS SUPERMERCADOS S.A. MIX TAMANDARE         2       MATEUS SUPERMERCADOS       63281      29                 PROTETOR AURICULAR PLUG          11     1.000000     0.000000 2015-12-18 17:23:46.467
         3                              MATEUS SUPERMERCADOS S.A. SUPER SANTA INES        2       MATEUS SUPERMERCADOS      520435      76       BOTA COM BICO DE COMPOSITE TAM 42          22     1.000000     1.000000 2024-03-07 13:54:51.747
       290                            MATEUS SUPERMERCADOS S.A. SUPER QUIXERAMOBIM        2       MATEUS SUPERMERCADOS       52378      23        BOTA COM BICO DE PLASTICO TAM 42          22     1.000000     1.000000 2024-02-20 14:27:10.093
         7                                  MATEUS SUPERMERCADOS S.A. HIPER COHAMA        2       MATEUS SUPERMERCADOS       51957      23        BOTA COM BICO DE PLASTICO TAM 34          14     1.000000     6.000000 2024-03-16 20:49:15.753
        28                               MATEUS SUPERMERCADOS S.A. MIX PARAUAPEBAS        2       MATEUS SUPERMERCADOS       52112      23        BOTA COM BICO DE PLASTICO TAM 37          17     6.000000     0.000000 2016-02-27 13:50:18.340
        24                             MATEUS SUPERMERCADOS S.A. SUPER NOVA MARABA        2       MATEUS SUPERMERCADOS       52711      15                            LUVA VAQUETA           2     6.000000     0.000000 2016-03-28 10:51:03.800
        69                              MATEUS SUPERMERCADOS S.A. ELETRO PEDREIRAS        2       MATEUS SUPERMERCADOS       52781      19             BOTA COM BICO DE ACO TAM 42          22     3.000000     0.000000 2014-08-27 13:10:22.180
        31                             MATEUS SUPERMERCADOS S.A. SUPER PATIO NORTE        2       MATEUS SUPERMERCADOS       91216      11      LUVA VAQUETA COBERTURA ALTA TENSAO          11     2.000000     0.000000 2015-02-27 10:00:04.500
        96                                MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO        2       MATEUS SUPERMERCADOS      520444      76       BOTA COM BICO DE COMPOSITE TAM 46          26     1.000000     1.000000 2024-02-26 15:04:14.233
       203                               MATEUS SUPERMERCADOS S.A. SUPER TAILANDIA        2       MATEUS SUPERMERCADOS      243810      34         SAPATO STICK SHOE BRANCO TAM 39          19     1.000000     0.000000 2024-02-12 15:55:09.670
       276                                    MATEUS SUPERMERCADOS S.A. MIX BENGUI        2       MATEUS SUPERMERCADOS       52707      72                      LUVA P/FRIO TAM XG           9     1.000000     1.000000 2023-10-30 10:49:45.477
       276                                    MATEUS SUPERMERCADOS S.A. MIX BENGUI        2       MATEUS SUPERMERCADOS       51957      23        BOTA COM BICO DE PLASTICO TAM 34          14     1.000000     0.000000 2024-03-01 19:10:03.023
         1                                  MATEUS SUPERMERCADOS S.A. HIPER BALSAS        2       MATEUS SUPERMERCADOS       89959      21       BOTA PVC CANO MEDIO BRANCA TAM 38          18     2.000000     0.000000 2016-04-07 13:29:14.043
       115                                        ARMAZEM MATEUS S.A. CD 115 BELEM        4         ARMAZEM MATEUS S.A      243813      34         SAPATO STICK SHOE BRANCO TAM 42          22     2.000000     0.000000 2018-10-04 11:22:38.453
       203                               MATEUS SUPERMERCADOS S.A. SUPER TAILANDIA        2       MATEUS SUPERMERCADOS       63281      29                 PROTETOR AURICULAR PLUG          11     7.000000     4.000000 2024-03-18 08:50:16.103
         7                                  MATEUS SUPERMERCADOS S.A. HIPER COHAMA        2       MATEUS SUPERMERCADOS      502312      77           AVENTAL EM VINIL TRANSPARENTE          11     1.000000    54.000000 2024-03-30 09:18:47.857
         7                                  MATEUS SUPERMERCADOS S.A. HIPER COHAMA        2       MATEUS SUPERMERCADOS       52381      23        BOTA COM BICO DE PLASTICO TAM 44          24     1.000000     1.000000 2024-03-30 09:18:47.857
